Training Start, luck bless me, plz!
{
    "output_model": "varmisuse",
Runing epoch 110 (training), batch 91 (has 64 graphs). Loss so far: 0.4570
Runing epoch 110 (training), batch 92 (has 64 graphs). Loss so far: 0.4760
Runing epoch 110 (training), batch 93 (has 64 graphs). Loss so far: 0.4712
Runing epoch 110 (training), batch 94 (has 64 graphs). Loss so far: 0.4677
Runing epoch 110 (training), batch 95 (has 64 graphs). Loss so far: 0.4655
Runing epoch 110 (training), batch 96 (has 64 graphs). Loss so far: 0.4607
Runing epoch 110 (training), batch 97 (has 64 graphs). Loss so far: 0.4561
Runing epoch 110 (training), batch 98 (has 64 graphs). Loss so far: 0.4567
Runing epoch 110 (training), batch 99 (has 64 graphs). Loss so far: 0.4633
Runing epoch 110 (training), batch 100 (has 64 graphs). Loss so far: 0.4722
Runing epoch 110 (training), batch 101 (has 64 graphs). Loss so far: 0.4718
Runing epoch 110 (training), batch 102 (has 64 graphs). Loss so far: 0.4674
Runing epoch 110 (training), batch 103 (has 64 graphs). Loss so far: 0.4657
Runing epoch 110 (training), batch 104 (has 64 graphs). Loss so far: 0.4613
Runing epoch 110 (training), batch 105 (has 64 graphs). Loss so far: 0.4571
Runing epoch 110 (training), batch 106 (has 64 graphs). Loss so far: 0.4619
Runing epoch 110 (training), batch 107 (has 64 graphs). Loss so far: 0.4576
Runing epoch 110 (training), batch 108 (has 64 graphs). Loss so far: 0.4534
Runing epoch 110 (training), batch 109 (has 64 graphs). Loss so far: 0.4502
Runing epoch 110 (training), batch 110 (has 64 graphs). Loss so far: 0.4465
Runing epoch 110 (training), batch 111 (has 64 graphs). Loss so far: 0.4500
Runing epoch 110 (training), batch 112 (has 64 graphs). Loss so far: 0.4462
Runing epoch 110 (training), batch 113 (has 64 graphs). Loss so far: 0.4424
Runing epoch 110 (training), batch 114 (has 64 graphs). Loss so far: 0.4385
Runing epoch 110 (training), batch 115 (has 64 graphs). Loss so far: 0.4389
Runing epoch 110 (training), batch 116 (has 64 graphs). Loss so far: 0.4457
Runing epoch 110 (training), batch 117 (has 64 graphs). Loss so far: 0.4419
Runing epoch 110 (training), batch 118 (has 64 graphs). Loss so far: 0.4403
Runing epoch 110 (training), batch 119 (has 64 graphs). Loss so far: 0.4462
Runing epoch 110 (training), batch 120 (has 64 graphs). Loss so far: 0.4454
Runing epoch 110 (training), batch 121 (has 64 graphs). Loss so far: 0.4443
Runing epoch 110 (training), batch 122 (has 64 graphs). Loss so far: 0.4408
Runing epoch 110 (training), batch 123 (has 64 graphs). Loss so far: 0.4385
Runing epoch 110 (training), batch 124 (has 64 graphs). Loss so far: 0.4378
Runing epoch 110 (training), batch 125 (has 64 graphs). Loss so far: 0.4344
Runing epoch 110 (training), batch 126 (has 64 graphs). Loss so far: 0.4370
Runing epoch 110 (training), batch 127 (has 64 graphs). Loss so far: 0.4339
Runing epoch 110 (training), batch 128 (has 64 graphs). Loss so far: 0.4361
Runing epoch 110 (training), batch 129 (has 64 graphs). Loss so far: 0.4327
Runing epoch 110 (training), batch 130 (has 64 graphs). Loss so far: 0.4308
Runing epoch 110 (training), batch 131 (has 64 graphs). Loss so far: 0.4305
Runing epoch 110 (training), batch 132 (has 64 graphs). Loss so far: 0.4281
Runing epoch 110 (training), batch 133 (has 64 graphs). Loss so far: 0.4249
Runing epoch 110 (training), batch 134 (has 64 graphs). Loss so far: 0.4229
Runing epoch 110 (training), batch 135 (has 64 graphs). Loss so far: 0.4215
Runing epoch 110 (training), batch 136 (has 64 graphs). Loss so far: 0.4235
Runing epoch 110 (training), batch 137 (has 64 graphs). Loss so far: 0.4220
Runing epoch 110 (training), batch 138 (has 64 graphs). Loss so far: 0.4192
Runing epoch 110 (training), batch 139 (has 64 graphs). Loss so far: 0.4218
Runing epoch 110 (training), batch 140 (has 64 graphs). Loss so far: 0.4189
Runing epoch 110 (training), batch 141 (has 64 graphs). Loss so far: 0.4159
Runing epoch 110 (training), batch 142 (has 64 graphs). Loss so far: 0.4186
Runing epoch 110 (training), batch 143 (has 64 graphs). Loss so far: 0.4157
Runing epoch 110 (training), batch 144 (has 64 graphs). Loss so far: 0.4143
Runing epoch 110 (training), batch 145 (has 64 graphs). Loss so far: 0.4116
Runing epoch 110 (training), batch 146 (has 64 graphs). Loss so far: 0.4093
Runing epoch 110 (training), batch 147 (has 64 graphs). Loss so far: 0.4065
Runing epoch 110 (training), batch 148 (has 64 graphs). Loss so far: 0.4042
Runing epoch 110 (training), batch 149 (has 64 graphs). Loss so far: 0.4060
Runing epoch 110 (training), batch 150 (has 64 graphs). Loss so far: 0.4033
Runing epoch 110 (training), batch 151 (has 64 graphs). Loss so far: 0.4007
Runing epoch 110 (training), batch 152 (has 64 graphs). Loss so far: 0.3984
Runing epoch 110 (training), batch 153 (has 42 graphs). Loss so far: 0.3957

[K Train: loss: 0.39575 || Top1 0.839 Top2 0.966 Top3 0.994 Top4 0.999 Top5 1.000 || graphs/sec: 26.78 | nodes/sec: 1339 | graphs: 9770 | nodes: 488500 | lr: 0.001000
Runing epoch 110 (validation), batch 1 (has 64 graphs). Loss so far: 0.8177
Runing epoch 110 (validation), batch 2 (has 64 graphs). Loss so far: 1.1807
Runing epoch 110 (validation), batch 3 (has 64 graphs). Loss so far: 0.7871
Runing epoch 110 (validation), batch 4 (has 64 graphs). Loss so far: 0.5903
Runing epoch 110 (validation), batch 5 (has 64 graphs). Loss so far: 0.4723
Runing epoch 110 (validation), batch 6 (has 64 graphs). Loss so far: 0.3937
Runing epoch 110 (validation), batch 7 (has 64 graphs). Loss so far: 0.3378
Runing epoch 110 (validation), batch 8 (has 64 graphs). Loss so far: 0.3085
Runing epoch 110 (validation), batch 9 (has 64 graphs). Loss so far: 0.2743
Runing epoch 110 (validation), batch 10 (has 64 graphs). Loss so far: 0.2468
Runing epoch 110 (validation), batch 11 (has 64 graphs). Loss so far: 0.2244
Runing epoch 110 (validation), batch 12 (has 64 graphs). Loss so far: 0.4167
Runing epoch 110 (validation), batch 13 (has 64 graphs). Loss so far: 0.3846
Runing epoch 110 (validation), batch 14 (has 64 graphs). Loss so far: 0.3574
Runing epoch 110 (validation), batch 15 (has 64 graphs). Loss so far: 0.3336
Runing epoch 110 (validation), batch 16 (has 64 graphs). Loss so far: 0.3398
Runing epoch 110 (validation), batch 17 (has 64 graphs). Loss so far: 0.3575
Runing epoch 110 (validation), batch 18 (has 64 graphs). Loss so far: 0.3377
Runing epoch 110 (validation), batch 19 (has 64 graphs). Loss so far: 0.3221
Runing epoch 110 (validation), batch 20 (has 64 graphs). Loss so far: 0.3060
Runing epoch 110 (validation), batch 21 (has 64 graphs). Loss so far: 0.2933
Runing epoch 110 (validation), batch 22 (has 64 graphs). Loss so far: 0.2861
Runing epoch 110 (validation), batch 23 (has 64 graphs). Loss so far: 0.2900
Runing epoch 110 (validation), batch 24 (has 64 graphs). Loss so far: 0.2779
Runing epoch 110 (validation), batch 25 (has 64 graphs). Loss so far: 0.3003
Runing epoch 110 (validation), batch 26 (has 64 graphs). Loss so far: 0.2887
Runing epoch 110 (validation), batch 27 (has 64 graphs). Loss so far: 0.3032
Runing epoch 110 (validation), batch 28 (has 64 graphs). Loss so far: 0.2924
Runing epoch 110 (validation), batch 29 (has 64 graphs). Loss so far: 0.3483
Runing epoch 110 (validation), batch 30 (has 64 graphs). Loss so far: 0.4959
Runing epoch 110 (validation), batch 31 (has 64 graphs). Loss so far: 0.5445
Runing epoch 110 (validation), batch 32 (has 64 graphs). Loss so far: 0.6070
Runing epoch 110 (validation), batch 33 (has 64 graphs). Loss so far: 0.5887
Runing epoch 110 (validation), batch 34 (has 64 graphs). Loss so far: 0.6447
Runing epoch 110 (validation), batch 35 (has 64 graphs). Loss so far: 0.6413
Runing epoch 110 (validation), batch 36 (has 64 graphs). Loss so far: 0.6235
Runing epoch 110 (validation), batch 37 (has 64 graphs). Loss so far: 0.6094
Runing epoch 110 (validation), batch 38 (has 64 graphs). Loss so far: 0.5955
Runing epoch 110 (validation), batch 39 (has 64 graphs). Loss so far: 0.6086
Runing epoch 110 (validation), batch 40 (has 64 graphs). Loss so far: 0.5934
Runing epoch 110 (validation), batch 41 (has 64 graphs). Loss so far: 0.5798
Runing epoch 110 (validation), batch 42 (has 64 graphs). Loss so far: 0.5724
Runing epoch 110 (validation), batch 43 (has 64 graphs). Loss so far: 0.6135
Runing epoch 110 (validation), batch 44 (has 64 graphs). Loss so far: 0.6675
Runing epoch 110 (validation), batch 45 (has 64 graphs). Loss so far: 0.6565
Runing epoch 110 (validation), batch 46 (has 64 graphs). Loss so far: 0.6622
Runing epoch 110 (validation), batch 47 (has 64 graphs). Loss so far: 0.6677
Runing epoch 110 (validation), batch 48 (has 64 graphs). Loss so far: 0.6538
Runing epoch 110 (validation), batch 49 (has 64 graphs). Loss so far: 0.6901
Runing epoch 110 (validation), batch 50 (has 64 graphs). Loss so far: 0.6825
Runing epoch 110 (validation), batch 51 (has 64 graphs). Loss so far: 0.6691
Runing epoch 110 (validation), batch 52 (has 64 graphs). Loss so far: 0.6758
Runing epoch 110 (validation), batch 53 (has 64 graphs). Loss so far: 0.6686
Runing epoch 110 (validation), batch 54 (has 64 graphs). Loss so far: 0.6657
Runing epoch 110 (validation), batch 55 (has 64 graphs). Loss so far: 0.6669
Runing epoch 110 (validation), batch 56 (has 64 graphs). Loss so far: 0.6564
Runing epoch 110 (validation), batch 57 (has 64 graphs). Loss so far: 0.6448
Runing epoch 110 (validation), batch 58 (has 64 graphs). Loss so far: 0.6449
Runing epoch 110 (validation), batch 59 (has 64 graphs). Loss so far: 0.6340
Runing epoch 110 (validation), batch 60 (has 64 graphs). Loss so far: 0.6234
Runing epoch 110 (validation), batch 61 (has 64 graphs). Loss so far: 0.6133
Runing epoch 110 (validation), batch 62 (has 64 graphs). Loss so far: 0.6072
Runing epoch 110 (validation), batch 63 (has 64 graphs). Loss so far: 0.5981
Runing epoch 110 (validation), batch 64 (has 64 graphs). Loss so far: 0.6485
Runing epoch 110 (validation), batch 65 (has 64 graphs). Loss so far: 0.6438
Runing epoch 110 (validation), batch 66 (has 64 graphs). Loss so far: 0.6341
Runing epoch 110 (validation), batch 67 (has 61 graphs). Loss so far: 0.6246

[K valid: loss: 0.62462 || Top1 0.766 Top2 0.961 Top3 0.980 Top4 0.996 Top5 1.000 || graphs/sec: 60.41 | nodes/sec: 3021 | graphs: 4285 | nodes: 214250 | lr: 0.001000
== Epoch 111
Runing epoch 111 (training), batch 1 (has 64 graphs). Loss so far: 0.0000
Runing epoch 111 (training), batch 2 (has 64 graphs). Loss so far: 0.2590
Runing epoch 111 (training), batch 3 (has 64 graphs). Loss so far: 1.6292
Runing epoch 111 (training), batch 4 (has 64 graphs). Loss so far: 1.2220
Runing epoch 111 (training), batch 5 (has 64 graphs). Loss so far: 0.9776
Runing epoch 111 (training), batch 6 (has 64 graphs). Loss so far: 0.8195
Runing epoch 111 (training), batch 7 (has 64 graphs). Loss so far: 0.9036
Runing epoch 111 (training), batch 8 (has 64 graphs). Loss so far: 0.9079
Runing epoch 111 (training), batch 9 (has 64 graphs). Loss so far: 0.8072
Runing epoch 111 (training), batch 10 (has 64 graphs). Loss so far: 0.7270
Runing epoch 111 (training), batch 11 (has 64 graphs). Loss so far: 0.7411
Runing epoch 111 (training), batch 12 (has 64 graphs). Loss so far: 0.6794
Runing epoch 111 (training), batch 13 (has 64 graphs). Loss so far: 0.6272
Runing epoch 111 (training), batch 14 (has 64 graphs). Loss so far: 0.5827
Runing epoch 111 (training), batch 15 (has 64 graphs). Loss so far: 0.5517
Runing epoch 111 (training), batch 16 (has 64 graphs). Loss so far: 0.5181
Runing epoch 111 (training), batch 17 (has 64 graphs). Loss so far: 0.4877
Runing epoch 111 (training), batch 18 (has 64 graphs). Loss so far: 0.5302
Runing epoch 111 (training), batch 19 (has 64 graphs). Loss so far: 0.6189
Runing epoch 111 (training), batch 20 (has 64 graphs). Loss so far: 0.6318
Runing epoch 111 (training), batch 21 (has 64 graphs). Loss so far: 0.6336
Runing epoch 111 (training), batch 22 (has 64 graphs). Loss so far: 0.6207
Runing epoch 111 (training), batch 23 (has 64 graphs). Loss so far: 0.5954
Runing epoch 111 (training), batch 24 (has 64 graphs). Loss so far: 0.6026
Runing epoch 111 (training), batch 25 (has 64 graphs). Loss so far: 0.6015
Runing epoch 111 (training), batch 26 (has 64 graphs). Loss so far: 0.6126
Runing epoch 111 (training), batch 27 (has 64 graphs). Loss so far: 0.6038
Runing epoch 111 (training), batch 28 (has 64 graphs). Loss so far: 0.6026
Runing epoch 111 (training), batch 29 (has 64 graphs). Loss so far: 0.5857
Runing epoch 111 (training), batch 30 (has 64 graphs). Loss so far: 0.5669
Runing epoch 111 (training), batch 31 (has 64 graphs). Loss so far: 0.5974
Runing epoch 111 (training), batch 32 (has 64 graphs). Loss so far: 0.6164
Runing epoch 111 (training), batch 33 (has 64 graphs). Loss so far: 0.6148
Runing epoch 111 (training), batch 34 (has 64 graphs). Loss so far: 0.6075
Runing epoch 111 (training), batch 35 (has 64 graphs). Loss so far: 0.5909
Runing epoch 111 (training), batch 36 (has 64 graphs). Loss so far: 0.5822
Runing epoch 111 (training), batch 37 (has 64 graphs). Loss so far: 0.5796
Runing epoch 111 (training), batch 38 (has 64 graphs). Loss so far: 0.5654
Runing epoch 111 (training), batch 39 (has 64 graphs). Loss so far: 0.5515
Runing epoch 111 (training), batch 40 (has 64 graphs). Loss so far: 0.5411
Runing epoch 111 (training), batch 41 (has 64 graphs). Loss so far: 0.5290
Runing epoch 111 (training), batch 42 (has 64 graphs). Loss so far: 0.5167
Runing epoch 111 (training), batch 43 (has 64 graphs). Loss so far: 0.5055
Runing epoch 111 (training), batch 44 (has 64 graphs). Loss so far: 0.4960
Runing epoch 111 (training), batch 45 (has 64 graphs). Loss so far: 0.4856
Runing epoch 111 (training), batch 46 (has 64 graphs). Loss so far: 0.4751
Runing epoch 111 (training), batch 47 (has 64 graphs). Loss so far: 0.4655
Runing epoch 111 (training), batch 48 (has 64 graphs). Loss so far: 0.4608
Runing epoch 111 (training), batch 49 (has 64 graphs). Loss so far: 0.4514
Runing epoch 111 (training), batch 50 (has 64 graphs). Loss so far: 0.4581
Runing epoch 111 (training), batch 51 (has 64 graphs). Loss so far: 0.4493
Runing epoch 111 (training), batch 52 (has 64 graphs). Loss so far: 0.4426
Runing epoch 111 (training), batch 53 (has 64 graphs). Loss so far: 0.4342
Runing epoch 111 (training), batch 54 (has 64 graphs). Loss so far: 0.4364
Runing epoch 111 (training), batch 55 (has 64 graphs). Loss so far: 0.4286
Runing epoch 111 (training), batch 56 (has 64 graphs). Loss so far: 0.4324
Runing epoch 111 (training), batch 57 (has 64 graphs). Loss so far: 0.4252
Runing epoch 111 (training), batch 58 (has 64 graphs). Loss so far: 0.4437
Runing epoch 111 (training), batch 59 (has 64 graphs). Loss so far: 0.4429
Runing epoch 111 (training), batch 60 (has 64 graphs). Loss so far: 0.4514
Runing epoch 111 (training), batch 61 (has 64 graphs). Loss so far: 0.4441
Runing epoch 111 (training), batch 62 (has 64 graphs). Loss so far: 0.4426
Runing epoch 111 (training), batch 63 (has 64 graphs). Loss so far: 0.4458
Runing epoch 111 (training), batch 64 (has 64 graphs). Loss so far: 0.4405
Runing epoch 111 (training), batch 65 (has 64 graphs). Loss so far: 0.4340
Runing epoch 111 (training), batch 66 (has 64 graphs). Loss so far: 0.4278
Runing epoch 111 (training), batch 67 (has 64 graphs). Loss so far: 0.4214
Runing epoch 111 (training), batch 68 (has 64 graphs). Loss so far: 0.4185
Runing epoch 111 (training), batch 69 (has 64 graphs). Loss so far: 0.4345
Runing epoch 111 (training), batch 70 (has 64 graphs). Loss so far: 0.4290
Runing epoch 111 (training), batch 71 (has 64 graphs). Loss so far: 0.4256
Runing epoch 111 (training), batch 72 (has 64 graphs). Loss so far: 0.4197
Runing epoch 111 (training), batch 73 (has 64 graphs). Loss so far: 0.4139
Runing epoch 111 (training), batch 74 (has 64 graphs). Loss so far: 0.4084
Runing epoch 111 (training), batch 75 (has 64 graphs). Loss so far: 0.4101
Runing epoch 111 (training), batch 76 (has 64 graphs). Loss so far: 0.4058
Runing epoch 111 (training), batch 77 (has 64 graphs). Loss so far: 0.4009
Runing epoch 111 (training), batch 78 (has 64 graphs). Loss so far: 0.3958
Runing epoch 111 (training), batch 79 (has 64 graphs). Loss so far: 0.4068
Runing epoch 111 (training), batch 80 (has 64 graphs). Loss so far: 0.4060
Runing epoch 111 (training), batch 81 (has 64 graphs). Loss so far: 0.4246
Runing epoch 111 (training), batch 82 (has 64 graphs). Loss so far: 0.4215
Runing epoch 111 (training), batch 83 (has 64 graphs). Loss so far: 0.4164
Runing epoch 111 (training), batch 84 (has 64 graphs). Loss so far: 0.4488
Runing epoch 111 (training), batch 85 (has 64 graphs). Loss so far: 0.4435
Runing epoch 111 (training), batch 86 (has 64 graphs). Loss so far: 0.4410
Runing epoch 111 (training), batch 87 (has 64 graphs). Loss so far: 0.5005
Runing epoch 111 (training), batch 88 (has 64 graphs). Loss so far: 0.5081
Runing epoch 111 (training), batch 89 (has 64 graphs). Loss so far: 0.5049
Runing epoch 111 (training), batch 90 (has 64 graphs). Loss so far: 0.5023
Runing epoch 111 (training), batch 91 (has 64 graphs). Loss so far: 0.5037
Runing epoch 111 (training), batch 92 (has 64 graphs). Loss so far: 0.5001
Runing epoch 111 (training), batch 93 (has 64 graphs). Loss so far: 0.5028
Runing epoch 111 (training), batch 94 (has 64 graphs). Loss so far: 0.5057
Runing epoch 111 (training), batch 95 (has 64 graphs). Loss so far: 0.5009
Runing epoch 111 (training), batch 96 (has 64 graphs). Loss so far: 0.4994
Runing epoch 111 (training), batch 97 (has 64 graphs). Loss so far: 0.4960
Runing epoch 111 (training), batch 98 (has 64 graphs). Loss so far: 0.4977
